Id,name,email,manager_id,manager_name,manager_email,team,designation,phone_number
916,Kai Chauhan,Kai.C@example.com,584,Charvi Loke,Charvi.L@example.com,CP,Senior Professional,5421649300
917,Garima Sha,Garima.S@example.com,863,Simon Vora,Simon.V@example.com,Cloud,Engineer,0709678096
918,Yatin Gopal,Yatin.G@example.com,457,Ladli Divan,Ladli.D@example.com,Technology Strategy Group,Intern,+912888239950
919,Vincent Deo,Vincent.D@example.com,801,Gauri Nigam,Gauri.N@example.com,Opus Group,Staff Engineer,+915050330560
920,Akshay Pandit,Akshay.P@example.com,901,Hemang Tripathi,Hemang.T@example.com,CP,Senior Professional,7857509843
921,Ryan Gala,Ryan.G@example.com,374,Bhavya Khatri,Bhavya.K@example.com,Business Management Group,Professional,08428579759
922,Aarnav Sabharwal,Aarnav.S@example.com,387,Ojas Ray,Ojas.R@example.com,People Group,Professional,+918010218894
923,Deepa Amble,Deepa.A@example.com,800,Priya Bains,Priya.B@example.com,Technology Strategy Group,Staff Engineer,00763665309
924,Faqid Peri,Faqid.P@example.com,146,Avni Pal,Avni.P@example.com,Technology Strategy Group,Senior Professional,03137465420
925,Triya Wagle,Triya.W@example.com,427,Aadi Bedi,Aadi.B@example.com,Opus Group,Intern,8239657838
926,Advika Uppal,Advika.U@example.com,404,Faras Hayre,Faras.H@example.com,Business Management Group,Intern,+913014038672
927,Radha Chahal,Radha.C@example.com,86,Faqid Cherian,Faqid.C@example.com,SWPL,Senior Professional,+911402338215
928,Wakeeta Goyal,Wakeeta.G@example.com,744,Nandini Bhavsar,Nandini.B@example.com,People Group,Intern,08831032908
929,Logan Bahl,Logan.B@example.com,35,Kamala Ahluwalia,Kamala.A@example.com,SWPL,Intern,0430163685
930,Januja Misra,Januja.M@example.com,558,Vamakshi Deo,Vamakshi.D@example.com,Application,Professional,7402734007
931,Aarna Ranganathan,Aarna.R@example.com,348,Dipta Kothari,Dipta.K@example.com,SWPL,Senior Professional,+917528633211
932,Ridhi Behl,Ridhi.B@example.com,384,Darika Bose,Darika.B@example.com,Cloud,Professional,05377725537
933,Watika Bora,Watika.B@example.com,78,Watika Tak,Watika.T@example.com,Visual Solution,Engineer,4747340822
934,Damini Dutta,Damini.D@example.com,574,Aarini Balakrishnan,Aarini.B@example.com,Cloud,Senior Professional,07019424877
935,Kiaan Kumar,Kiaan.K@example.com,759,Mason Chaudry,Mason.C@example.com,SQE,Engineer,09941181790
936,Advika Thakur,Advika.T@example.com,106,Simon Chopra,Simon.C@example.com,Technology Strategy Group,Engineer,1276603617
937,Chatura Batra,Chatura.B@example.com,496,Zinal Bandi,Zinal.B@example.com,Digital Health,Intern,+915390921918
938,Pahal Sibal,Pahal.S@example.com,365,Ranveer Sant,Ranveer.S@example.com,System,Engineer,5807263716
939,Ekbal Sathe,Ekbal.S@example.com,985,Maya Kunda,Maya.K@example.com,System,Intern,+919425703236
940,Theodore Tata,Theodore.T@example.com,404,Jagat Sawhney,Jagat.S@example.com,Framework,Senior Professional,07219478108
941,Zarna Pandey,Zarna.P@example.com,303,Guneet Sarraf,Guneet.S@example.com,Business Management Group,Professional,+910496399860
942,Manan Mane,Manan.M@example.com,836,Abdul Kara,Abdul.K@example.com,Technology Strategy Group,Staff Engineer,+917471244976
943,Shravya Grover,Shravya.G@example.com,127,Gabriel Bhatnagar,Gabriel.B@example.com,B2B,Senior Professional,00150616241
944,Onkar Dhingra,Onkar.D@example.com,34,Darsh Vora,Darsh.V@example.com,System,Staff Engineer,6820345212
945,Mahika Rai,Mahika.R@example.com,395,Wakeeta Mishra,Wakeeta.M@example.com,System,Intern,5389070559
946,Hemani Buch,Hemani.B@example.com,169,Wahab Dar,Wahab.D@example.com,CP,Staff Engineer,+910019802840
947,Abha Tailor,Abha.T@example.com,232,Tanvi Mander,Tanvi.M@example.com,Artificial Intelligence,Professional,00728561592
948,Darika Chauhan,Darika.C@example.com,954,Shivansh Sachar,Shivansh.S@example.com,Opus Group,Professional,7682556913
949,Zayyan Dhingra,Zayyan.D@example.com,682,Anjali Kalita,Anjali.K@example.com,Visual Solution,Senior Professional,+916675047500
950,Nidra Ghosh,Nidra.G@example.com,6,Henry Sankaran,Henry.S@example.com,Visual Solution,Intern,0281141218
951,Ekapad Sachar,Ekapad.S@example.com,106,Harrison Sahni,Harrison.S@example.com,Digital Health,Senior Professional,+918122937810
952,Baljiwan Dhawan,Baljiwan.D@example.com,273,Gabriel Varughese,Gabriel.V@example.com,People Group,Staff Engineer,+911384281930
953,Upma Batra,Upma.B@example.com,674,Meera Sami,Meera.S@example.com,SQE,Intern,+910848795827
954,Naveen Chandra,Naveen.C@example.com,946,Ranbir Rao,Ranbir.R@example.com,SQE,Engineer,7720513764
955,Nidra Varkey,Nidra.V@example.com,703,Yashodhara Varma,Yashodhara.V@example.com,B2B,Senior Professional,06417717220
956,Unnati Dugar,Unnati.D@example.com,911,Dipta Bhakta,Dipta.B@example.com,Software Engineering,Professional,+914681873711
957,Tejas Magar,Tejas.M@example.com,55,Ubika Wason,Ubika.W@example.com,Artificial Intelligence,Senior Professional,9034489869
958,Watika Sant,Watika.S@example.com,634,Arjun Karpe,Arjun.K@example.com,Opus Group,Engineer,+915645575971
959,Yoshita Arora,Yoshita.A@example.com,618,Onkar Nagar,Onkar.N@example.com,Artificial Intelligence,Senior Professional,+918456034024
960,Ekaja Vyas,Ekaja.V@example.com,159,Harrison Bajaj,Harrison.B@example.com,Digital Health,Staff Engineer,+911944609281
961,Fitan Uppal,Fitan.U@example.com,223,Lohit Sagar,Lohit.S@example.com,Application,Staff Engineer,08284559233
962,Vrinda Dara,Vrinda.D@example.com,998,Darika Bail,Darika.B@example.com,Visual Solution,Intern,+916334168405
963,Aditya Bora,Aditya.B@example.com,521,Ojasvi Bhatia,Ojasvi.B@example.com,CP,Engineer,07922074629
964,Gaurika Naik,Gaurika.N@example.com,487,Jagrati Srivastava,Jagrati.S@example.com,System,Staff Engineer,06859673282
965,Amol Sengupta,Amol.S@example.com,514,Balendra Dugar,Balendra.D@example.com,SQE,Senior Professional,08632444296
966,Christopher Ganesh,Christopher.G@example.com,866,Elijah Patla,Elijah.P@example.com,SWPL,Staff Engineer,5238071851
967,Yug Andra,Yug.A@example.com,744,Yashica Mohanty,Yashica.M@example.com,System,Staff Engineer,07679239341
968,Agastya Nadig,Agastya.N@example.com,297,Tara Bains,Tara.B@example.com,SQE,Professional,03661597330
969,Anusha Mukherjee,Anusha.M@example.com,513,Teerth Dutta,Teerth.D@example.com,Opus Group,Senior Professional,4661486412
970,Zilmil Bali,Zilmil.B@example.com,392,Eta Sant,Eta.S@example.com,System,Staff Engineer,5394964607
971,Nitesh Iyer,Nitesh.I@example.com,933,Aayush Baral,Aayush.B@example.com,People Group,Engineer,+919953043494
972,Isaac Kapur,Isaac.K@example.com,718,Sai Atwal,Sai.A@example.com,Artificial Intelligence,Professional,8979619240
973,Janaki Batra,Janaki.B@example.com,957,Aarini Grover,Aarini.G@example.com,Opus Group,Professional,05541148296
974,Michael Dash,Michael.D@example.com,225,Wahab Roy,Wahab.R@example.com,Artificial Intelligence,Engineer,05531137755
975,Ekanta Pai,Ekanta.P@example.com,383,Daksha Anne,Daksha.A@example.com,Technology Strategy Group,Senior Professional,5344348863
976,Edhitha Kapur,Edhitha.K@example.com,748,Omaja Shenoy,Omaja.S@example.com,Technology Strategy Group,Professional,06341053429
977,Yachana Saha,Yachana.S@example.com,387,Madhav Mahal,Madhav.M@example.com,People Group,Senior Professional,08604262024
978,Elijah Viswanathan,Elijah.V@example.com,180,Yug Kothari,Yug.K@example.com,B2B,Senior Professional,01461375686
979,Darika Edwin,Darika.E@example.com,657,Saksham Ratta,Saksham.R@example.com,Visual Solution,Engineer,01747481125
980,Patrick Karan,Patrick.K@example.com,151,Gaurangi Ram,Gaurangi.R@example.com,Opus Group,Professional,+914713231652
981,Upma Nagi,Upma.N@example.com,17,Ucchal Ghose,Ucchal.G@example.com,Cloud,Professional,+916621725777
982,Rayaan Palla,Rayaan.P@example.com,76,Wriddhish Banik,Wriddhish.B@example.com,Digital Health,Staff Engineer,4351764076
983,Liam Krishna,Liam.K@example.com,135,Damini Bail,Damini.B@example.com,Cloud,Professional,9776293617
984,Chanakya Iyer,Chanakya.I@example.com,574,Shivani Venkatesh,Shivani.V@example.com,System,Senior Professional,9339164145
985,Lopa Prasad,Lopa.P@example.com,479,Xalak Varkey,Xalak.V@example.com,Digital Health,Senior Professional,03263800461
986,Atharv Chand,Atharv.C@example.com,269,Aditya Gokhale,Aditya.G@example.com,SQE,Senior Professional,+912818175143
987,Balvan Lanka,Balvan.L@example.com,809,Ria Reddy,Ria.R@example.com,Business Management Group,Engineer,6404844143
988,Ekavir Chaudhary,Ekavir.C@example.com,841,Praneel Mandal,Praneel.M@example.com,SQE,Professional,01593840009
989,Devansh More,Devansh.M@example.com,463,Kala Mittal,Kala.M@example.com,Visual Solution,Senior Professional,+912602727970
990,Abdul Mammen,Abdul.M@example.com,615,Gautami Rama,Gautami.R@example.com,Opus Group,Intern,03734289328
991,Vedant Bhalla,Vedant.B@example.com,695,Saumya Mital,Saumya.M@example.com,Opus Group,Staff Engineer,04055543098
992,Madhavi Bala,Madhavi.B@example.com,731,Zayan Dey,Zayan.D@example.com,System,Staff Engineer,+919124236931
993,Reyansh Khosla,Reyansh.K@example.com,700,Viraj Buch,Viraj.B@example.com,Framework,Intern,+915113446725
994,Azaan Varma,Azaan.V@example.com,36,Vihaan Krishnan,Vihaan.K@example.com,Digital Health,Professional,06197067339
995,Rudra Bal,Rudra.B@example.com,345,Idika Hans,Idika.H@example.com,SWPL,Senior Professional,03805430914
996,Akshay Hans,Akshay.H@example.com,319,Jack Ramakrishnan,Jack.R@example.com,System,Professional,0072789324
997,Samaksh Wagle,Samaksh.W@example.com,671,Kavya Khurana,Kavya.K@example.com,System,Engineer,+910129905628
998,Hitesh Sunder,Hitesh.S@example.com,40,Ayush Walia,Ayush.W@example.com,People Group,Engineer,9740081087
999,Nidra Anne,Nidra.A@example.com,315,Yutika Vig,Yutika.V@example.com,Cloud,Staff Engineer,9091086442
1000,Rehaan Issac,Rehaan.I@example.com,129,Kritika Mistry,Kritika.M@example.com,Business Management Group,Staff Engineer,06961118608
